"","Date","Longitude","Latitude","Code","station"
"390",2014-06-15 00:00:00,"72.55","-7.875","135869","GPS"
"391",2014-06-15 00:00:00,"72.55","-7.875","135869","GPS"
"392",2014-06-15 01:00:00,"72.55","-7.875","135869","GPS"
"393",2014-06-15 12:00:00,"72.325","-7.675","135869","GPS"
"394",2014-06-15 13:00:00,"72.325","-7.675","135869","GPS"
"395",2014-06-16 00:00:00,"72.15","-7.45","135869","GPS"
"396",2014-06-16 00:00:00,"72.15","-7.45","135869","GPS"
"397",2014-06-16 01:00:00,"72.15","-7.45","135869","GPS"
"398",2014-06-16 12:00:00,"72.1","-7.275","135869","GPS"
"399",2014-06-16 12:00:00,"72.1","-7.275","135869","GPS"
"400",2014-06-17 00:00:00,"71.975","-6.6","135869","GPS"
"401",2014-06-17 01:00:00,"71.975","-6.6","135869","GPS"
"402",2014-06-17 01:00:00,"71.975","-6.6","135869","GPS"
"403",2014-06-17 12:00:00,"72","-6.65","135869","GPS"
"404",2014-06-17 12:00:00,"72","-6.65","135869","GPS"
"405",2014-06-18 00:00:00,"71.975","-6.45","135869","GPS"
"406",2014-06-18 00:00:00,"71.975","-6.45","135869","GPS"
"407",2014-06-18 01:00:00,"71.975","-6.45","135869","GPS"
"408",2014-06-18 12:00:00,"72.075","-6.475","135869","GPS"
